S.NO,Name,Address,Phone,Email,Category,Type
633,I.M.A. Charitable Blood Centre,"I.M.A. Bhawan, Line Bazar, Jaunpur, Jaunpur, Dist. Jaunpur",8601614157,imajaunpur@gmail.com,Charitable/Vol,Camps
634,IMA CHARITABLE BLOOD CENTRE,"Near Mauja Vimati Sadar Azh Arazi No. 160/0.271 H Me Se 123. , 14 Kadi, District - Azamgarh (U.P.) , AZAMGARH, Dist. Azamgarh",7311188850,imacharitablebc.23@gmail.com,Charitable/Vol,Camps
635,Indian Medical Association Banaras,"C-7/31, IMA HOUSE Varansi, Varanasi, Dist. Varanasi",7905666615,imabanaras@gmail.com,Private,Camps
636,INDRA HOSPITAL COMPONENT BLOOD CENTRE,"Akhari bypass NH2 road varanasi, Varanasi, Dist. Varanasi",7080400808,Icomponentbloodbank@gmail.com,Private,Camps
637,Isha Hospital Blood Centre,"Isha Hospital (Blood Centre) Harivandhanpur, Parav, Jaunpur, Dist. Jaunpur",9415376702,ishahospitalboodbank@gmail.com,Private,Camps
638,Jai Maa Vaishno Charitable Blood Centre ( Run by Rashmi Memorial Charitable Trust ),"No. 204, Laxman Vatika, Vaidh Nagar, Bharthna Road, Etawah (U.P) , Etawah, Dist. Etawah",9027910941,jaimaavaishnochbc913@gmail.com,Charitable/Vol,Camps
639,Jan Kalyan Charitable Blood Centre,"33/100-G, Lurise Complex, Namnair, Agra, Dist. Agra",7300718888,jankalyanseevasamiti71@gmail.in,Charitable/Vol,Camps
640,Janta Blood Centre,"B-22, Gandhi Nagar, Moradabad., Moradabad, Dist. Moradabad",9837066391,jantabloodbank@gmail.com,Private,Camps
641,JAUHARI NURSING HOME Blood center,"JAUHARI NURSING HOME 95 CIVIL LINES BADAUN, UP, Badaun, Dist. Budaun",9719367837,abhineb.singh1988@gmail.com,Private,Camps
642,Jay Nandini Voluntary Blood Centre,"Pandki Khas bhar Chungi , Joya Road, Amroha, Dist. Amroha",9634344848,drkshivm@gmail.com,Charitable/Vol,Camps
643,JEEVAN ASHA CHARITABLE BLOOD CENTRE,"jeevan asha charitable blood centre, 10/335 A.S plaza mahitpamau Hardoi road , Lucknow, Dist. Lucknow",8765653208,jeevanashalko@gmail.com,Charitable/Vol,Camps
644,JEEVAN DAAN CHARITABLE BLOOD CENTRE,"460/4, Phulpur road, bhopatpur, Sahson, Prayagraj, U.P. , Prayagraj, Dist. Prayagraj",8896368088,jeevandaanbloodcentre@gmail.com,Charitable/Vol,Camps
645,Jeevan Dhara Blood Centre,"8,BODHASHRAM,BYE PASS ROAD, , Firozabad, Dist. Firozabad",9897677112,drmanisha_19@yahoo.co.in,Charitable/Vol,Camps
646,Jeevan dhara cheritable blood center,"Ground & First Floor plot No. 60,near Manglore Chowki Roorkee Road Deoband District Saharanpur ( U.P), Deonand, Dist. Saharanpur",9719071708,Jeevandhara38@gmail.com,Charitable/Vol,Camps
647,Jeevan Jyoti Charitable Blood Centre,"220 Wazidkhel Charkhamba road near rajghat police chowki , Shahjahanpur, Dist. Shahjahanpur",9919993864,jeevanjyotispn45@gmail.com,Charitable/Vol,Camps
648,Jeevan Sanjeevan Blood Centre,"Jeevan Sanjeevan Blood Bank, Jeevan Hospital, 2/151, Bela Marg, Vishnupuri, Aligarh, Dist. Aligarh","9,83,70,17,40,49,41,22,00,000",ritanjaya@yahoo.com,Private,Camps
649,jivan pukaar charitable blood center sardhana,"Plot No.15 Pragya Sagar Vatika,Near Himalya Hosptal,Shardhana Pandu Shila Road,Shardhana, Meerut, Dist. Meerut",7906833402,Jivanpukaar@gmail.com,Charitable/Vol,Camps
650,KAILASH HOSPITAL AND NEURO INSTITUTE,"NH-1 , SEC-71, NOIDA, Noida, Dist. Gautam Buddha Nagar",9711011302,bloodbank.71noida@kailashhealthcare.com,Private,Camps
651,Kailashi Charitable Blood Centre,"1st floor Arazi no 1594/9, Mehra ward no 6, Deoria, Dist. Deoria",0,kcbb218deos@gmail.com,Charitable/Vol,Camps
652,Kalindi Charitable Blood Center,"Usha Apartment, 1st Floor, Arazi Floor, Arazi No. 546 old, 1270KA New, Mauza Kandwa, Pargana, Varanasi, Dist. Varanasi",8353937992,jaisufoundation@gamil.com,Charitable/Vol,Camps
653,Kalyan Singh Super Speciality Cancer Institute Blood Centre,"C.G City Sultanpur Road, Lucknow, Lucknow, Dist. Lucknow",7905448940,tmksssci@gmail.com,Govt.,Camps
654,KANHA CHARITABLE BLOOD CENTER,"Awas Vikas Colony Ramkola Road Padrauna, PADRAUNA, Dist. Kushinagar",7754945187,kanhabloodbank2023@gmail.com,Charitable/Vol,Camps
655,Kaushambi Charitable Blood Centre,"Second Floor, The Green Hospital Building, Mauza Palhana Uparhar (Muratganj) G.T. Road, Tehsil-Chail, Kaushambi, Kaushambi, Kaushambi, Dist. Kaushambi",9198941333,kaushambicharitablebloodcentre@gmail.com,Charitable/Vol,Camps
656,Kiran Blood Centre,"2nd and 3rd floor of kiran healthcare Centre, Khemka Nagar, Near civil Hospital chowk, Saharanpur, Dist. Saharanpur",8979542086,kiranbcsaharanpur@gmail.com,Private,Camps
657,Krishna hospital AND Blood Bank,"Ramaipatti,Opp-mission Compound Church, , Mirzapur , Dist. Mirzapur",8756593867,cbjaiswal137@gmail.com,Private,Camps
658,Krishna Super Speciality Hospital Blood Centre,"363, Harishganj, Kanpur, Dist. Kanpur Nagar",0,agarwalsandeep2011@gmail.com,Private,Camps
659,Lakshmi Hospital Blood Centre,"Lakshmi Hospital 4th Floor Plot No Nh 1 Ganga Nagar Bulandshahr, Bulandshahr, Dist. Bulandshahr",9671097901,Lakshmibloodcentre@gmail.com,Private,Camps
660,LAL MOTI CHARITABLE BLOOD CENTRE,"1st Floor, 350 D BLOCK, DEFENSE COLONY JAJMAU KANPUR NAGAR, UTTAR PRADESH , Kanpur Nagar, Dist. Kanpur Nagar",7534898052,uvikas274@gmail.com,Charitable/Vol,Camps
661,LAXMI CHARITABLE BLOOD CENTER,"DEVPURA, SHANKAR COLONY, STATION ROAD, MAINPURI, Mainpuri, Dist. Mainpuri",9837025130,lcbcmainpuri.laxmifoundation@gmail.com,Charitable/Vol,Camps
662,LBS HOSPITAL BLOOD AND COMPONENT CENTRE,"FIRST FLOOR,KHASRA NO.2261,LAKSHABAR BAJHA,MAIN AYODHYA ROAD,PRATAPGANJ, Barabanki, Dist. Bara Banki",7351587538,bshbcbbk@gmail.com,Private,Camps
663,Life Care Charitable Blood And Component centre,"Plot No. 03, Part of Khasra No.  603/1 , Balaganj District Lucknow , Lucknow, Dist. Lucknow",9554481089,lifecarecharitablebb@gmail.com,Charitable/Vol,Camps
664,Life charitable Blood Centre,"Plot No. 81/2, New Colony Chakiya Road District, Deoria U. P. , Deoria, Dist. Deoria",6386043006,thelifecharitabletrust@gmail.com,Charitable/Vol,Camps
665,Life Line Blood Centre,"III-B2, Nehrunagar, Ghaziabad, Ghaziabad, Dist. Ghaziabad","01202793989, 01204335488",drh178@yahoo.com,Charitable/Vol,Camps
666,Life Line Charitable Blood Centre,"Life Line Charitable Blood Bank, Delhi Darwaza, Agra, Dist. Agra",9897766466,lifelinecharitablebloodbank@gmail.com,Charitable/Vol,Camps
667,Life Line Charitable Blood Centre,"592, First Floor , Roshanpur Dorli, Near Raj Mandir mandap,Roorkee Road,District � Meerut U.P, Meerut, Dist. Meerut",8439042005,rohitchauhan1110@gmail.com,Charitable/Vol,Camps
668,Little star charitable blood centre,"PLOT NO-10,KHASRA NO -53/2 SHEKHPUR HABIBPUR LUCKNOW U.P, Lucknow, Dist. Lucknow",7042276770,lucknowbclittlestar@gmail.com,Charitable/Vol,Camps
669,Llrm Medical College Blood Centre Meerut,"SVBP Hospital & Blood Bank, Meidcal College, GARH ROAD MEERUT, Meerut, Dist. Meerut",7906798551,bloodbanksvbp@gmail.com,Govt.,Camps
670,Lokhitam  Charitable Blood Center,"D 10  Lokhitam Bhawan Kamla Nagar, Agra, Agra, Dist. Agra","9997093267, 9719113468, 0562-4032111",lokhitam@rediffmail.com,Charitable/Vol,Camps
671,LPH(Lokpriya) Blood Centre Meerut,"Plot no.15,Samrat Palace,Garh Road,Meerut/Lokpriya Hospital, Meerut, Dist. Meerut",7017049765,agarwal_r_k2003@rediffmail.com,Private,Camps
672,Lucknow Healthcity Trauma Centre And Super Speciality Hospital,"Vijay Khand-2, Gomti Nagar, Lucknow, Dist. Lucknow",9919003377,healthcitylko@gmail.com,Private,Camps
673,Lucknow Nursing Home Association Blood and Component Centre,"Lucknow Nursing Home Association Blood Bank, B-72A, Nirala Nagar, Lucknow, Dist. Lucknow",7309036038,lnhabloodbank@yahoo.com,Charitable/Vol,Camps
674,Maa Ganga Charitable Blood Centre,"Anil Bharat Gas Agency and HP Petrol Pump Chaupla Delhi Road , Gajraula U.P., Gajraula, Dist. Amroha",8750013060,maagangacharitablebloodcenter@gmail.com,Charitable/Vol,Camps
675,Maa Maharani Charitable Blood Centre,"NH -19 kotwan kosikalan mathura, Kosikalan, Dist. Mathura",7988562803,maamaharanibloodbank@gmail.com,Charitable/Vol,Camps
676,Mahamana Pandit Madan Mohan Malaviya Cancer Centre  Blood Centre Varanasi,"bagiya nariya road,BHU campus varanasi, Varanasi, Dist. Varanasi",7905711071,transmed@mpmmcc.tmc.gov.in,Govt.,Camps
677,Manas charitable blood center fatehpur ( U.P),"Ground&1st floor, khasra No. 1196,Bharara, Nauwa Bag District-FATEHPUR (U.P),  FATEHPUR, Dist. Fatehpur",8840551199,mcbcfatehpur2023@gmail.com,Charitable/Vol,Camps
678,Manav Seva Charitable Blood Center,"ITI Crossing, Agra Road, NH-2, Etawah-206001, Etawah, Dist. Etawah",9012809089,manavseva500@gmail.com,Charitable/Vol,Camps
679,Manav Sewa Charitable Blood Centre,"Manav Sewa Charitable Blood Bank, 5/75, Madiya Katra, Agra, , Agra, Dist. Agra",7500809089,manavseva505@gmail.com,Charitable/Vol,Camps
680,Manjhanpur charitable blood center Manjhanpur,"Lower&Upper Ground Floor, Gatta No 156 Moja Pata Babura Sardar Bhagat Singh Palika Parisad Near FCI Manjhanpur, Manjhanpur, Dist. Kaushambi",8960570779,karmvrikshatrust@gmail.com,Charitable/Vol,Camps
681,Maulana Mohd. Ali Johar Hospital Blood Bank,"Nainital road rampur, Uttar Pradesh, Rampur, Dist. Rampur",7906218515,manojbmlt2011@gmail.com,Private,Camps
682,Max Super Speciality Hospital Blood Centre,"W-3, Sector-I, Vaishali, Ghaziabad, Dist. Ghaziabad","9650255177, 9891864672, 9650764864",abhinav.verma@maxhealthcare.com,Private,Camps
683,MAYA COMPONENT BLOOD CENTRE,"CHHAYA SUPERSPECIALTY HOSPITAL  Arazi No. 666, Jansa, Dindaspur Varanasi 221405, Varanasi, Dist. Varanasi",8076384792,mayacomponentbloodbank@gmail.com,Private,Camps
684,Medanta Lucknow,"Medanta Lucknow, Sector-A, Pocket-1,Sushant Golf city, Amar shaheed path Lucknow., lucknow, Dist. Lucknow",9792055000,Ashish.Tewari@Medanta.org,Private,Camps
685,Meerut Blood Centre,"Meerut blood centre, meerut 3rd floor Santosh hospital Building,plot No.L 629/631 Shastri Nagar hapur road Meerut U.P, Meerut , Dist. Meerut",7500893285,bloodbankmeerut@gmail.com,Private,Camps
686,MOTI LAL NEHRU DIVISIONAL HOSPITAL PRAYAGRAJ,"Moti Lal Nehru District Hospital, 12 Dr Katzu Road Prayagraj, Allahabad, Dist. Prayagraj",9415583519,mbbmlndhalld@gmail.com,Govt.,Camps
687,M/S Felix Hospital(Blood Centre),"Felix Hospital, Basement-2, NH-01, Sector-137, Expressway, Noida, Gautambudh, Nagar, U.P, Gautam Buddha Nagar, Dist. Gautam Buddha Nagar",9319795102,bloodcenter@felixhospital.com,Private,Camps
688,M/S Kailash Hospital ( A Unit Of Kailash Healthcare Ltd.),"Plot No. 203, Wazidpur, N.H. 91, G.T. Road, KHurja, Dist. Bulandshahr","7065296689, 8076865880",khlbloodbank@gmail.com,Private,Camps
689,M/s Medanta Hospital Noida(Global Health Limited),"Building No.F-16,Sector-50, Noida, Noida, Dist. Gautam Buddha Nagar",9910443847,prashant.pandey1@medanta.org,Private,Camps
690,Ms Sahara Am Blood Centre A unit of Sahara Anantu Memorial Hospital,"Ms Sahara Am Blood Centre A unit of Sahara Anantu Memorial Hospital, Khasra no. 623, 624, situated at 2nd Floor of Hospital, Rajpura Chauraha, Bhadoni, Dist. Bhadohi",9838620712,saharaambloodcenture@gmail.com,Private,Camps
691,Muskan Hospital Blood Bank Unnao,"B-1071, Second Floor, Awas Vikash Colony, Unnao, Unnao, Dist. Unnao",7880924222,muskanomcentre@gmail.com,Private,Camps
692,Naaz Hospital Blood AND Component Centre,"1382, Kasari, Masari, Sadar, Prayagraj U.P., Prayagraj, Dist. Prayagraj",8319790078,naazhospital2022@gmail.com,Private,Camps
693,Naini blood Centre (A unit of genesis Hospital),"Sandwa Mod ,Naini Prayagraj, Prayagraj, Dist. Prayagraj",6393441606,nainibloodcentre@gmail.com,Private,Camps
694,Najibabad Charitable Blood Centre,"First Floor, Choudhary Complex, Kotdwar, Kotdwar, Dist. Bijnor",99586-00471,najibabadbloodcentre@gmail.com,Charitable/Vol,Camps
695,Narayana Charitable Blood and Component Centre Lucknow,"UGF, 2/262, Ruchi Khand-2, Sharda Nagar, Lucknow, Dist. Lucknow",8810729357,help@nbbcc.in,Charitable/Vol,Camps
696,NATIONAL CAPITAL REGION INSTITUTE OF MEDICAL SCIENCES BLOOD CENTRE,"21KM, NH-235, Meerut-Hapur Road, NCR IMS, Meerut, Dist. Meerut",8057142155,sharmarajeev@gmail.com,Private,Camps
697,National Charitable Blood Centre,"Plot No.-1113 Awas Vikas-3 Kalyanpur Kanpur Nagar, Kalyanpur, Dist. Kanpur Nagar",7235861707,nbck2022@gmail.com,Charitable/Vol,Camps
698,Neelam Charitable Blood Centre,"Shiv Shakunt Complex Kailashpuri, Railway Road, Bulandshahr, U.P., Khurga, Dist. Bulandshahr",9557006600,neelambloodcentre@gmail.com,Charitable/Vol,Camps
699,New Apna Charitable Blood Centre,"1st Floor, Pragati Makeup Salon, Lowther Road, 40/34/2,1st FLOOR MAKEUP SALON, LOWTHER ROAD PRAYAGRAJ, George Town, Dist. Prayagraj",8889995858,newapnabloodbankald@gmail.com,Charitable/Vol,Camps
700,Nidan Diagnostic Centre AND Blood Centre,"Nidan Diagnostic Centre & Blood Bank, Gomti Nagar, 4/31 Vivek khand Near thana chauraha Gomti nagar lucknow , Lucknow, Dist. Lucknow",9415002234,mathursk59@gmail.com,Private,Camps
701,NLPD HOSPITAL BLOOD CENTRE,"Basement Hospital Building , Khasra No.1508, Alapur Safipur Road, Tehsil Nawabganj, Barabanki, Dist. Bara Banki",9453670061,nlpdhospital@gmail.com,Private,Camps
702,Noble charitable blood centre,"Taj palace 648/2 1st floor kidwai nagar Hapur road , Meerut, Dist. Meerut",8057732280,noblecharitablebloodcentre@gmail.com,Charitable/Vol,Camps
703,"Nova Hospital, Ltd. (Blood Centre)","Nova Hospital, Ltd. (Blood Bank) Patrkarpuram Crossing, Vikas Khand-1, Gomti Nagar, Lucknow, Dist. Lucknow",9935090939,novahospitalltd@gmail.com,Private,Camps
704,Nutema Blood Centre,"148/1, opposite LLRM Medical College, Garh Road, Meerut, Dist. Meerut",7906530890,nutemabloodbank@gmail.com,Private,Camps
705,Om Charitable Blood Centre,"H-82, H Block, Sector 63, Noida, Dist. Gautam Buddha Nagar",8700599038,ombloodbanknoida@gmail.com,Charitable/Vol,Camps
706,Oncocare Blood Centre,"Ground Floor Inside Oncocare Cancer Hospital Pvt Ltd Gatta no 3 2M, Village Badoniya, N H 9, Near Joya Toll Plaza ,Near Joya Toll Plaza ,Amroha (Jyotiba Phule Nagar), Uttar Pradesh , Lucknow, Dist. Lucknow",9311828130,oncocarebloodcentre25@gmail.com,Private,Camps
707,ORAI CHARITABLE BLOOD CENTRE,"H.No.1180 Kavya Hospital Ke Samne Wali Gali,Churkhi By Pass,Orai,District-Jalaun (U.P), Orai, Dist. Jalaun",9415840398,oraicharitablebloodcenter23@gmail.com,Charitable/Vol,Camps
708,Padrauna Charitable Blood Centre,"Arazi No. 2565 Eidgah Road Chhawani Padrauna, Padrauna, Dist. Kushinagar",9807636642,padraunacbc2023@gmail.com,Charitable/Vol,Camps
709,Pandit Ramswaroop Memorial Charitable blood Centre,"Khasra no 4224 ,3rd floor,Lalganj road,Town Bachrawan, Bachawaran, Dist. Raebareli",8400946662,prmcbc83@gmail.com,Private,Camps
710,PARAS HEALTHCARE LIMITED BLOOD CENTRE,"PARAS HEALTHCARE LIMITED BLOOD CENTRE, Parsh Yash Kothari Hospital, Singhpur, Baikunthpur, Kalyanpur, Bithoor Road, Nh 91 Bypass Road Crossing, Khanpur Nagar, Dist. Kanpur Nagar",5123526901,bloodcentre.knp@parashospitals.com,Private,Camps
711,Phoenix Blood Centre,"439/182, Yadav Market, Dubagga, Hardoi Road, Lucknow, Dist. Lucknow",9569676832,phoenixbloodcentre@gmail.com,Private,Camps
712,P.L. Sharma District Hospital Blood Centre Meerut,"Ahmad Road, Ghanta Ghar, Meerut , Ahmad Road, Ghanta Ghar, Meerut , Meerut, Dist. Meerut",9999774370,ssindhuansh@gmail.com,Govt.,Camps
713,Popular Blood Centre Mirzapur,"243/3, near natwa Police Chowki, Janghi Road, Mirzapur, Dist. Mirzapur",7311111353,popularbloodbank2016@gmail.com,Private,Camps
714,PRAKASH HOSPITAL AND TRAUMA CENTRE (BLOOD CENTRE),"IIND FLOOR, NEAR BRAHAMSTHAN NH-29, SAHADATPURA, MAUNATH BHANJAN, MAU, MAU, Dist. Mau","8081567582,  9653013092",prakash0manish@gmail.com,Private,Camps
715,Prasad Institute of Medical Sciences (Blood Bank),"Prasad Institute of Medical Sciences, Sarai Shahzadi, Banthara, Kanpur Road Lucknow, Prasad Institute of Medical Sciences, Sarai Shahzadi, Banthara, Kanpur Road Lucknow , Lucknow, Dist. Lucknow",7007219566,prasadhospitallko@gmail.com,Private,Camps
716,Prayagraj Charitable Blood Centre,"223/87 A TAGORE TOWN,LIC ROAD, Prayagraj, Dist. Prayagraj",7905552331,PRAYAGRAJCBC2020@GMAIL.COM,Charitable/Vol,Camps
717,Pulkit Memorial Hospital Blood Centre,"Bairaj Road, Bijnor, Dist. Bijnor",7505027889,pulkitmemorialhospital2016@gmail.com,Private,Camps
718,Pushpa Maa Samaj Charitable Blood Centre,"Pushpa Maa Samaj Charitable Blood Bank, First Floor Gihar Complex Kendriya Hindi Sansthan Road Khandari X-ing NH-2 Agra  , Agra, Dist. Agra",9410831376,pushpamaa615@gmail.com,Charitable/Vol,Camps
719,Pushpanjali charitable Blood ANDComponent centre,"1191 W-2, Basant Vihar, Naubasta, Kanpur(U.P), Kanpur, Dist. Kanpur Nagar",8423881826,pushpanjalibloodcentre21@gmail.com,Charitable/Vol,Camps
720,Radha Krishna Memorial Charitable Blood Centre,"First and Second Floor, 04 Kachora Road, Etawah, Etawah, Uttar Pradesh, India, Etawah, Dist. Etawah",8116255962,rkmcbloodcentre2024@gmail.com,Charitable/Vol,Camps
721,Radhey Shyam Gupta Ima Blood Centre,"110 CIVIL LINES, BAREILLY, Bareilly, Dist. Bareilly",9837041039,imabloodbankbareilly@gmail.com,Charitable/Vol,Camps
722,Rajarshi Dashrath Autonomous State Medical College Hospital Blood Centre,"Darshan Nagar, Ayodhya, U.P., Ahodhya, Dist. Ayodhya",6392077453,asmcbloodbank@gmail.com,Govt.,Camps
723,RAKSHAA CHARITABLE BLOOD CENTRE,"Khasra No. 1026/1029, Sultanpur Khas Mauaima Soraon Prayagraj, Allahabad, Prayagraj, Dist. Prayagraj",7408738321,rakshaacharitablebb@gmail.com,Charitable/Vol,Camps
724,Rama Blood Centre and Component Centre,"Rama Multispeciality Hospital And Trauma Centre, Azamgarh, Dist. Azamgarh",9695129756,Ramabloodbankazm@gmail.com,Private,Camps
725,Rama Medical College Hopsital And Research Centre Blood Centre,"Rama Medical College & Research Centre (Blood Bank) (Run By Rama Educational Society), Rama Delhi N.H.-24, Pilkhuwa, Dist. Hapur",8447379829,bloodbank@ramahospital.com,Private,Camps
726,Ramnayan Life Line Charitable Blood Bank,"First and Ground Floor, in H.No.76, Raptinagar Phase-1, near arogya mandir, gorakhpur, Gorakhpur, Dist. Gorakhpur","9935881000, 8948226644",praveen11577@gmail.com,Charitable/Vol,Camps
727,RAM RATAN HOSPITAL BLOOD CENTRE (A unit of RR life sciences PVT.LTD)( OPERATED BY FORTIS HOSPITAL),"SH-06 SITE -4 SURAJPUR INDUSTRIAL AREA GREATER NOIDA DIST. GAUTAM BUDDH NAGAR( UP), GREATER NOIDA, Dist. Gautam Buddha Nagar",9910455886,surabhi.garg@FORTISHEALTHCARE.COM,Private,Camps
728,Rashtriya Charitable Blood Centre,"1st Floor, Ramshree Complex, Adjacent Shivalik Hospital, Opposite Metro Pillar 228, Hoshiyarpur Main Road, Sector 51, NOIDA, G.B. Nagar, U.P., Noida, Dist. Gautam Buddha Nagar",9205777823,info@rashtriyaswasthyasangathan.org,Charitable/Vol,Camps
729,R A S Lifecare Blood Centre,"1st Floor of R.A.S. Medcity Super Speciality Hospital (A unit of R.A.S. Lifecare), Bhopatpur, Belwa Nanpara, Bahraich, Bhopatpur, Dist. Bahraich",7007560771,rasmedcity@gmail.com,Private,Camps
730,Reeta Blood Centre,"616, Shobhapur Rohta Road Near bypass, Meerut, Meerut, Dist. Meerut",7906833402,reetabloodbank22@gmail.com,Private,Camps
731,Reiva health care blood bank,"84/81 A Anwar ganj g.t.road kanpur, Kanpur, Dist. Kanpur Nagar",7007415090,reivahealthcare@gmail.com,Private,Camps
732,Riddhi Charitable Blood Centre,"1st & 2nd Floor,#1/1245,Khalasi Line,Sharda Nagar,Saharanpur, Saharanpur, Dist. Saharanpur",7453855052,satishkumarkumar1979@gmail.com,Charitable/Vol,Camps
733,RJD CHIRTABELE BLOOD CENTER,"Gata No. 1747, Sai City, Nahar, Barail, Barabanki, Barel, Uttar Pradesh , Baraabanki, Dist. Bara Banki",9451817060,rjdcbcbbk@gmail.com,Charitable/Vol,Camps
734,R.K.HOSPITAL BLOOD AND COMPONENT CENTRE Jaunpur,"Haddi Aspatal Gali, Ghasmandi Road,Shahganj , Jaunpur, Dist. Jaunpur","8,44,73,17,60,09,61,68,00,000",r.k.hospitalbloodcentre07@gmail.com,Private,Camps
735,Rotary Blood Bank,"Rotary Blood Bank Rotary Point Alwar Railway Brije NH-2,Mathura,U.P., Mathura, Dist. Mathura","7455001111, 7455001110",rbb911@gmail.com,Charitable/Vol,Camps
736,RR healthcare Blood Centre,"Khasra No. 835 Besement of RR Healthcare, Delhi Road, Opp Manjhola Thana, District Moradabad (U.P.), Moradabad, Dist. Moradabad",8265995724,mtctmoradabad@gmail.com,Private,Camps
